date,home_team,away_team,home_score,away_score,total_runs
2023-03-28,COL,MIL,1,8,9
2023-03-28,CHC,CWS,8,5,13
2023-03-28,AZ,CLE,3,1,4
2023-03-28,LAA,LAD,13,5,18
2023-03-30,WSH,ATL,2,7,9
2023-03-30,NYY,SF,5,0,5
2023-03-30,BOS,BAL,9,10,19
2023-03-30,CHC,MIL,4,0,4
2023-03-30,TB,DET,4,0,4
2023-03-30,TEX,PHI,11,7,18
2023-03-30,CIN,PIT,4,5,9
2023-03-30,STL,TOR,9,10,19
2023-03-30,KC,MIN,0,2,2
2023-03-30,MIA,NYM,3,5,8
2023-03-30,HOU,CWS,2,3,5
2023-03-30,SD,COL,2,7,9
2023-03-30,ATH,LAA,2,1,3
2023-03-30,LAD,AZ,8,2,10
2023-03-30,SEA,CLE,3,0,3
2023-03-31,MIA,NYM,2,1,3
2023-03-31,HOU,CWS,6,3,9
2023-03-31,SD,COL,1,4,5
2023-03-31,LAD,AZ,1,2,3
2023-03-31,SEA,CLE,4,9,13
2023-04-01,HOU,CWS,6,4,10
2023-04-01,STL,TOR,4,1,5
2023-04-01,CHC,MIL,1,3,4
2023-04-01,TEX,PHI,16,3,19
2023-04-01,WSH,ATL,1,7,8
2023-04-01,NYY,SF,5,7,12
2023-04-01,ATH,LAA,1,13,14
2023-04-01,BOS,BAL,9,8,17
2023-04-01,CIN,PIT,6,2,8
2023-04-01,TB,DET,12,2,14
2023-04-01,KC,MIN,0,2,2
2023-04-01,MIA,NYM,2,6,8
2023-04-01,SD,COL,8,4,12
2023-04-01,LAD,AZ,10,1,11
2023-04-01,SEA,CLE,0,2,2
2023-04-02,TB,DET,5,1,6
2023-04-02,BOS,BAL,9,5,14
2023-04-02,WSH,ATL,4,1,5
2023-04-02,NYY,SF,6,0,6
2023-04-02,CIN,PIT,3,1,4
2023-04-02,MIA,NYM,1,5,6
2023-04-02,KC,MIN,4,7,11
2023-04-02,HOU,CWS,3,6,9
2023-04-02,STL,TOR,9,4,13
2023-04-02,CHC,MIL,5,9,14
2023-04-02,ATH,LAA,0,6,6
2023-04-02,LAD,AZ,1,2,3
2023-04-02,SD,COL,3,1,4
2023-04-02,SEA,CLE,5,6,11
2023-04-02,TEX,PHI,2,1,3
2023-04-03,MIL,NYM,10,0,10
2023-04-03,CWS,SF,3,12,15
2023-04-03,CIN,CHC,7,6,13
2023-04-03,MIA,MIN,1,11,12
2023-04-03,WSH,TB,2,6,8
2023-04-03,NYY,PHI,8,1,9
2023-04-03,BOS,PIT,6,7,13
2023-04-03,KC,TOR,9,5,14
2023-04-03,STL,ATL,4,8,12
2023-04-03,TEX,BAL,0,2,2
2023-04-03,HOU,DET,6,7,13
2023-04-03,ATH,CLE,11,12,23
2023-04-03,SD,AZ,5,4,9
2023-04-03,SEA,LAA,3,7,10
2023-04-03,LAD,COL,13,4,17
2023-04-04,SD,AZ,6,8,14
2023-04-04,CIN,CHC,5,12,17
2023-04-04,MIA,MIN,1,0,1
2023-04-04,WSH,TB,6,10,16
2023-04-04,NYY,PHI,1,4,5
2023-04-04,BOS,PIT,1,4,5
2023-04-04,KC,TOR,1,4,5
2023-04-04,MIL,NYM,9,0,9
2023-04-04,STL,ATL,1,4,5
2023-04-04,TEX,BAL,2,7,9
2023-04-04,HOU,DET,3,6,9
2023-04-04,ATH,CLE,4,3,7
2023-04-04,SEA,LAA,11,2,13
2023-04-04,LAD,COL,5,2,7
2023-04-05,WSH,TB,2,7,9
2023-04-05,NYY,PHI,4,2,6
2023-04-05,MIA,MIN,5,2,7
2023-04-05,STL,ATL,2,5,7
2023-04-05,BOS,PIT,1,4,5
2023-04-05,MIL,NYM,7,6,13
2023-04-05,TEX,BAL,5,2,7
2023-04-05,HOU,DET,8,2,10
2023-04-05,CWS,SF,7,3,10
2023-04-05,ATH,CLE,4,6,10
2023-04-05,SEA,LAA,3,4,7
2023-04-05,KC,TOR,0,3,3
2023-04-05,CIN,CHC,0,0,0
2023-04-06,DET,BOS,3,6,9
2023-04-06,KC,TOR,3,6,9
2023-04-06,CWS,SF,6,16,22
2023-04-06,COL,WSH,1,0,1
2023-04-06,ATL,SD,7,6,13
2023-04-06,AZ,LAD,2,5,7
2023-04-06,NYM,MIA,0,0,0
2023-04-06,PHI,CIN,0,0,0
2023-04-06,BAL,NYY,0,0,0
2023-04-06,MIN,HOU,0,0,0
2023-04-07,NYM,MIA,9,3,12
2023-04-07,CHC,TEX,2,0,2
2023-04-07,PHI,CIN,5,2,7
2023-04-07,BAL,NYY,7,6,13
2023-04-07,CLE,SEA,3,5,8
2023-04-07,MIN,HOU,3,2,5
2023-04-07,PIT,CWS,13,9,22
2023-04-07,SF,KC,1,3,4
2023-04-07,TB,ATH,9,5,14
2023-04-07,ATL,SD,4,5,9
2023-04-07,MIL,STL,4,0,4
2023-04-07,COL,WSH,5,10,15
2023-04-07,LAA,TOR,3,4,7
2023-04-07,AZ,LAD,6,3,9
2023-04-08,MIN,HOU,9,6,15
2023-04-08,SF,KC,5,6,11
2023-04-08,CHC,TEX,10,3,13
2023-04-08,PHI,CIN,3,2,5
2023-04-08,DET,BOS,5,14,19
2023-04-08,TB,ATH,11,0,11
2023-04-08,NYM,MIA,5,2,7
2023-04-08,CLE,SEA,2,3,5
2023-04-08,PIT,CWS,5,11,16
2023-04-08,BAL,NYY,1,4,5
2023-04-08,MIL,STL,0,6,6
2023-04-08,ATL,SD,1,4,5
2023-04-08,AZ,LAD,12,8,20
2023-04-08,COL,WSH,6,7,13
2023-04-08,LAA,TOR,9,5,14
2023-04-09,PHI,CIN,4,6,10
2023-04-09,DET,BOS,1,4,5
2023-04-09,TB,ATH,11,0,11
2023-04-09,PIT,CWS,1,0,1
2023-04-09,BAL,NYY,3,5,8
2023-04-09,CLE,SEA,7,6,13
2023-04-09,NYM,MIA,2,7,9
2023-04-09,MIN,HOU,1,5,6
2023-04-09,MIL,STL,6,1,7
2023-04-09,CHC,TEX,2,8,10
2023-04-09,COL,WSH,7,6,13
2023-04-09,SF,KC,3,1,4
2023-04-09,LAA,TOR,11,12,23
2023-04-09,AZ,LAD,11,6,17
2023-04-09,ATL,SD,2,10,12
2023-04-10,MIN,CWS,3,4,7
2023-04-10,CLE,NYY,3,2,5
2023-04-10,BAL,ATH,5,1,6
2023-04-10,PIT,HOU,2,8,10
2023-04-10,TB,BOS,1,0,1
2023-04-10,PHI,MIA,15,3,18
2023-04-10,NYM,SD,5,0,5
2023-04-10,ATL,CIN,5,4,9
2023-04-10,CHC,SEA,3,2,5
2023-04-10,TEX,KC,11,2,13
2023-04-10,COL,STL,7,4,11
2023-04-10,LAA,WSH,4,6,10
2023-04-10,AZ,MIL,3,0,3
2023-04-10,SF,LAD,1,9,10
2023-04-11,CLE,NYY,2,11,13
2023-04-11,BAL,ATH,12,8,20
2023-04-11,PIT,HOU,7,4,11
2023-04-11,TB,BOS,7,2,9
2023-04-11,PHI,MIA,4,8,12
2023-04-11,TOR,DET,9,3,12
2023-04-11,NYM,SD,2,4,6
2023-04-11,ATL,CIN,7,6,13
2023-04-11,CHC,SEA,14,9,23
2023-04-11,MIN,CWS,4,3,7
2023-04-11,TEX,KC,8,5,13
2023-04-11,COL,STL,6,9,15
2023-04-11,LAA,WSH,2,0,2
2023-04-11,AZ,MIL,1,7,8
2023-04-11,SF,LAD,5,0,5
2023-04-12,PIT,HOU,0,7,7
2023-04-12,NYM,SD,5,2,7
2023-04-12,MIN,CWS,3,1,4
2023-04-12,CLE,NYY,3,4,7
2023-04-12,CHC,SEA,2,5,7
2023-04-12,COL,STL,4,7,11
2023-04-12,AZ,MIL,7,3,10
2023-04-12,PHI,MIA,2,3,5
2023-04-12,LAA,WSH,3,2,5
2023-04-12,BAL,ATH,4,8,12
2023-04-12,TB,BOS,9,7,16
2023-04-12,TOR,DET,4,3,7
2023-04-12,ATL,CIN,5,4,9
2023-04-12,TEX,KC,1,10,11
2023-04-12,SF,LAD,5,10,15
2023-04-13,BAL,ATH,8,7,15
2023-04-13,TB,BOS,9,3,12
2023-04-13,CIN,PHI,6,2,8
2023-04-13,NYY,MIN,2,11,13
2023-04-13,TOR,DET,1,3,4
2023-04-13,STL,PIT,0,5,5
2023-04-13,SD,MIL,3,4,7
2023-04-14,DET,SF,7,5,12
2023-04-14,CIN,PHI,3,8,11
2023-04-14,MIA,AZ,5,1,6
2023-04-14,WSH,CLE,3,4,7
2023-04-14,NYY,MIN,3,4,7
2023-04-14,TOR,TB,6,3,9
2023-04-14,BOS,LAA,5,3,8
2023-04-14,CWS,BAL,3,6,9
2023-04-14,HOU,TEX,2,6,8
2023-04-14,KC,ATL,3,10,13
2023-04-14,STL,PIT,3,0,3
2023-04-14,ATH,NYM,6,17,23
2023-04-14,SD,MIL,2,11,13
2023-04-14,LAD,CHC,2,8,10
2023-04-14,SEA,COL,5,3,8
2023-04-15,NYY,MIN,6,1,7
2023-04-15,DET,SF,7,6,13
2023-04-15,CWS,BAL,7,6,13
2023-04-15,STL,PIT,3,6,9
2023-04-15,TOR,TB,5,2,7
2023-04-15,WSH,CLE,4,6,10
2023-04-15,SD,MIL,10,3,13
2023-04-15,ATH,NYM,2,3,5
2023-04-15,BOS,LAA,9,7,16
2023-04-15,CIN,PHI,13,0,13
2023-04-15,KC,ATL,3,9,12
2023-04-15,MIA,AZ,3,2,5
2023-04-15,HOU,TEX,8,2,10
2023-04-15,LAD,CHC,2,1,3
2023-04-15,SEA,COL,9,2,11
2023-04-16,BOS,LAA,2,1,3
2023-04-16,WSH,CLE,7,6,13
2023-04-16,NYY,MIN,2,0,2
2023-04-16,TOR,TB,1,8,9
2023-04-16,CIN,PHI,3,14,17
2023-04-16,MIA,AZ,0,5,5
2023-04-16,KC,ATL,4,5,9
2023-04-16,CWS,BAL,4,8,12
2023-04-16,STL,PIT,5,4,9
2023-04-16,ATH,NYM,3,4,7
2023-04-16,LAD,CHC,2,3,5
2023-04-16,SEA,COL,1,0,1
2023-04-16,SD,MIL,0,1,1
2023-04-16,HOU,TEX,1,9,10
2023-04-16,DET,SF,0,0,0
2023-04-17,BOS,LAA,4,5,9
2023-04-17,CIN,TB,8,1,9
2023-04-17,MIA,SF,4,3,7
2023-04-17,KC,TEX,0,4,4
2023-04-17,STL,AZ,3,6,9
2023-04-17,HOU,TOR,9,2,11
2023-04-17,COL,PIT,3,14,17
2023-04-17,ATH,CHC,1,10,11
2023-04-17,SD,ATL,0,2,2
2023-04-17,SEA,MIL,3,7,10
2023-04-17,LAD,NYM,6,8,14
2023-04-17,DET,CLE,0,0,0
2023-04-17,CWS,PHI,0,0,0
2023-04-18,DET,CLE,4,3,7
2023-04-18,DET,CLE,1,0,1
2023-04-18,CWS,PHI,4,7,11
2023-04-18,CWS,PHI,3,0,3
2023-04-18,CIN,TB,0,10,10
2023-04-18,MIA,SF,4,2,6
2023-04-18,WSH,BAL,0,1,1
2023-04-18,NYY,LAA,2,5,7
2023-04-18,BOS,MIN,5,4,9
2023-04-18,KC,TEX,2,12,14
2023-04-18,STL,AZ,7,8,15
2023-04-18,HOU,TOR,2,4,6
2023-04-18,COL,PIT,3,5,8
2023-04-18,ATH,CHC,0,4,4
2023-04-18,SD,ATL,1,8,9
2023-04-18,SEA,MIL,5,6,11
2023-04-18,LAD,NYM,5,0,5
2023-04-19,CIN,TB,0,8,8
2023-04-19,DET,CLE,2,3,5
2023-04-19,MIA,SF,2,5,7
2023-04-19,STL,AZ,14,5,19
2023-04-19,KC,TEX,3,12,15
2023-04-19,CWS,PHI,2,5,7
