date,home_team,away_team,home_score,away_score,total_runs
2024-03-09,ATL,BAL,3,10,13
2024-03-09,MIN,NYY,10,7,17
2024-03-09,CLE,LAA,4,5,9
2024-03-09,CHC,COL,5,0,5
2024-03-09,KC,AZ,6,5,11
2024-03-09,SF,ATH,5,1,6
2024-03-09,LAD,TEX,7,1,8
2024-03-09,AZ,CIN,5,7,12
2024-03-09,SD,CWS,1,1,2
2024-03-09,MIL,SEA,5,7,12
2024-03-09,ATH,MIL,4,2,6
2024-03-09,TB,BOS,0,4,4
2024-03-09,WSH,MIA,1,4,5
2024-03-10,BOS,TB,7,6,13
2024-03-10,BAL,TOR,6,6,12
2024-03-10,MIN,WSH,3,7,10
2024-03-10,PIT,PHI,7,9,16
2024-03-10,HOU,MIA,0,3,3
2024-03-10,NYY,ATL,9,8,17
2024-03-10,TOR,BAL,6,11,17
2024-03-10,NYM,DET,2,3,5
2024-03-10,MIA,STL,8,12,20
2024-03-10,CIN,CLE,5,3,8
2024-03-10,LAD,AZ,12,1,13
2024-03-10,ATH,KC,6,3,9
2024-03-10,TEX,CHC,1,5,6
2024-03-10,SF,CWS,5,4,9
2024-03-10,LAA,SD,5,4,9
2024-03-10,SEA,SF,8,3,11
2024-03-10,COL,MIL,3,1,4
2024-03-11,HOU,DET,3,5,8
2024-03-11,BOS,PIT,1,0,1
2024-03-11,STL,WSH,4,11,15
2024-03-11,TB,TOR,2,9,11
2024-03-11,ATL,MIN,3,0,3
2024-03-11,NYY,BAL,5,3,8
2024-03-11,PHI,NYY,1,2,3
2024-03-11,CLE,LAD,5,1,6
2024-03-11,KC,SF,9,12,21
2024-03-11,CWS,COL,2,7,9
2024-03-11,AZ,ATH,5,6,11
2024-03-11,SEA,SD,3,13,16
2024-03-11,LAA,TEX,5,15,20
2024-03-11,NYM,MIA,0,1,1
2024-03-12,BOS,STL,6,8,14
2024-03-12,BAL,TB,12,8,20
2024-03-12,DET,MIN,1,0,1
2024-03-12,PIT,ATL,5,1,6
2024-03-12,TOR,NYY,8,1,9
2024-03-12,MIA,HOU,1,9,10
2024-03-12,ATH,SEA,4,2,6
2024-03-12,LAD,SF,6,4,10
2024-03-12,TEX,CLE,0,3,3
2024-03-12,COL,KC,4,2,6
2024-03-12,SD,AZ,2,2,4
2024-03-12,WSH,NYM,4,1,5
2024-03-12,CIN,CWS,1,14,15
2024-03-12,CHC,MIL,6,5,11
2024-03-13,MIN,STL,1,1,2
2024-03-13,TB,MIN,4,3,7
2024-03-13,PHI,DET,4,1,5
2024-03-13,NYY,BOS,4,9,13
2024-03-13,TOR,PIT,10,3,13
2024-03-13,MIA,WSH,1,2,3
2024-03-13,CLE,CHC,3,8,11
2024-03-13,KC,LAA,3,2,5
2024-03-13,LAD,SEA,1,8,9
2024-03-13,SF,CIN,11,19,30
2024-03-13,AZ,COL,5,7,12
2024-03-13,SD,ATH,12,11,23
2024-03-13,MIL,CWS,4,15,19
2024-03-13,BAL,ATL,5,7,12
2024-03-13,NYM,HOU,6,5,11
2024-03-14,STL,NYM,0,0,0
2024-03-14,MIN,TOR,1,5,6
2024-03-14,PHI,BOS,6,1,7
2024-03-14,ATL,TB,1,3,4
2024-03-14,DET,NYY,7,0,7
2024-03-14,PIT,BAL,2,5,7
2024-03-14,CLE,COL,13,7,20
2024-03-14,CHC,ATH,3,1,4
2024-03-14,CWS,LAA,5,1,6
2024-03-14,AZ,KC,0,6,6
2024-03-14,SEA,MIL,4,2,6
2024-03-14,WSH,HOU,5,3,8
2024-03-14,TEX,CIN,7,4,11
2024-03-15,TB,BAL,7,2,9
2024-03-15,DET,ATL,6,1,7
2024-03-15,TOR,DET,6,9,15
2024-03-15,KC,CLE,1,6,7
2024-03-15,CWS,CHC,3,2,5
2024-03-15,BOS,MIN,8,5,13
2024-03-15,HOU,PHI,5,3,8
2024-03-15,STL,MIA,4,8,12
2024-03-15,NYM,WSH,3,7,10
2024-03-15,NYY,PIT,2,6,8
2024-03-15,CIN,KC,0,0,0
2024-03-15,ATH,SF,0,0,0
2024-03-15,LAA,SEA,0,0,0
2024-03-15,COL,TEX,0,0,0
2024-03-15,MIL,AZ,0,0,0
2024-03-16,WSH,STL,5,8,13
2024-03-16,BAL,BOS,5,4,9
2024-03-16,MIN,TB,6,5,11
2024-03-16,NYY,TOR,10,9,19
2024-03-16,MIA,PHI,3,3,6
2024-03-16,CHC,KC,7,6,13
2024-03-16,PIT,DET,4,6,10
2024-03-16,CIN,SEA,7,11,18
2024-03-16,SF,CLE,6,0,6
2024-03-16,TEX,AZ,4,5,9
2024-03-16,CWS,SF,7,11,18
2024-03-16,ATH,MIL,4,11,15
2024-03-16,LAA,CHC,3,4,7
2024-03-16,COL,ATH,11,9,20
2024-03-16,SEA,CWS,8,2,10
2024-03-16,MIL,TEX,5,1,6
2024-03-16,HOU,NYM,1,6,7
2024-03-16,ATL,PIT,2,4,6
2024-03-17,DET,BAL,4,4,8
2024-03-17,WSH,NYM,9,8,17
2024-03-17,STL,HOU,10,6,16
2024-03-17,PIT,TB,8,4,12
2024-03-17,PHI,TOR,5,5,10
2024-03-17,BAL,ATL,8,2,10
2024-03-17,ATL,BOS,3,3,6
2024-03-17,BOS,NYY,12,6,18
2024-03-17,TOR,MIN,9,4,13
2024-03-17,NYM,MIA,7,6,13
2024-03-17,SF,COL,3,5,8
2024-03-17,CHC,TEX,8,6,14
2024-03-17,ATH,CWS,3,3,6
2024-03-17,AZ,LAA,2,0,2
2024-03-17,SEA,AZ,4,5,9
2024-03-17,CLE,CIN,4,2,6
2024-03-17,KC,MIL,4,6,10
2024-03-18,MIN,BOS,5,2,7
2024-03-18,PHI,PIT,2,11,13
2024-03-18,TB,ATL,7,3,10
2024-03-18,NYY,PHI,4,3,7
2024-03-18,MIA,HOU,6,5,11
2024-03-18,TEX,SEA,5,9,14
2024-03-18,CWS,CLE,5,8,13
2024-03-18,AZ,ATH,3,3,6
2024-03-18,MIL,LAA,4,3,7
2024-03-18,HOU,WSH,1,10,11
2024-03-18,CIN,SF,2,4,6
2024-03-19,BOS,TB,5,2,7
2024-03-19,STL,MIA,11,10,21
2024-03-19,TOR,BAL,8,13,21
2024-03-19,TEX,ATH,7,7,14
2024-03-19,CLE,MIL,5,8,13
2024-03-19,LAA,CIN,10,6,16
2024-03-19,COL,CLE,8,8,16
2024-03-19,SEA,COL,12,3,15
2024-03-19,DET,PHI,0,0,0
2024-03-19,HOU,MIA,3,3,6
2024-03-19,NYM,STL,3,1,4
2024-03-19,CHC,AZ,1,4,5
2024-03-19,SF,KC,9,8,17
2024-03-20,SD,LAD,2,5,7
2024-03-20,MIN,DET,3,12,15
2024-03-20,ATL,TOR,10,9,19
2024-03-20,MIA,NYM,3,6,9
2024-03-20,ATH,CHC,3,1,4
2024-03-20,CIN,TEX,1,8,9
2024-03-20,CWS,CIN,1,3,4
2024-03-20,AZ,COL,5,1,6
2024-03-20,LAA,SF,2,5,7
2024-03-20,WSH,STL,4,13,17
2024-03-20,BAL,PHI,13,4,17
2024-03-20,NYY,PIT,12,0,12
2024-03-20,KC,LAA,8,8,16
2024-03-21,LAD,SD,11,15,26
2024-03-21,DET,NYM,5,10,15
2024-03-21,STL,HOU,1,9,10
2024-03-21,WSH,MIN,9,8,17
2024-03-21,PHI,TB,5,6,11
2024-03-21,ATL,NYY,5,2,7
2024-03-21,CLE,KC,8,5,13
2024-03-21,KC,CWS,3,3,6
2024-03-21,COL,CHC,2,5,7
2024-03-21,BOS,BAL,3,2,5
2024-03-21,PIT,TOR,2,3,5
2024-03-21,MIL,SF,6,7,13
2024-03-21,SEA,CIN,7,6,13
2024-03-22,PHI,DET,3,4,7
2024-03-22,NYY,NYM,5,3,8
2024-03-22,TOR,BOS,5,1,6
2024-03-22,ATH,CIN,8,6,14
2024-03-22,CHC,SF,3,7,10
2024-03-22,SF,CHC,13,12,25
2024-03-22,CLE,TEX,10,0,10
2024-03-22,TEX,COL,2,3,5
2024-03-22,CWS,ATH,8,2,10
2024-03-22,AZ,SEA,3,3,6
2024-03-22,LAA,CWS,2,0,2
2024-03-22,MIL,KC,11,5,16
2024-03-22,SEA,MIL,4,4,8
2024-03-22,TB,MIN,0,0,0
2024-03-22,MIN,ATL,0,0,0
2024-03-22,HOU,WSH,0,0,0
2024-03-22,BAL,PIT,0,0,0
2024-03-22,MIA,STL,0,0,0
2024-03-23,PIT,BOS,4,1,5
2024-03-23,STL,WSH,2,2,4
2024-03-23,TB,BAL,4,6,10
2024-03-23,ATL,TB,2,5,7
2024-03-23,DET,NYY,11,6,17
2024-03-23,NYY,PHI,6,6,12
2024-03-23,TOR,DET,7,10,17
2024-03-23,NYM,HOU,5,13,18
2024-03-23,ATH,LAA,11,5,16
2024-03-23,KC,TEX,1,1,2
2024-03-23,CIN,COL,6,2,8
2024-03-23,SF,AZ,5,11,16
2024-03-23,CWS,SEA,2,8,10
2024-03-23,CHC,MIL,4,7,11
2024-03-23,AZ,CLE,0,5,5
2024-03-23,BAL,TOR,3,2,5
2024-03-23,BOS,MIN,8,6,14
2024-03-23,WSH,MIA,3,5,8
2024-03-24,HOU,STL,9,4,13
2024-03-24,DET,TB,3,2,5
2024-03-24,MIN,BAL,3,8,11
2024-03-24,PHI,TOR,2,0,2
2024-03-24,BOS,ATL,5,5,10
2024-03-24,PIT,NYY,0,1,1
2024-03-24,NYM,WSH,10,1,11
2024-03-24,MIA,NYM,5,1,6
2024-03-24,CIN,CLE,7,10,17
2024-03-24,SEA,CHC,9,9,18
2024-03-24,COL,CWS,7,3,10
2024-03-24,MIL,AZ,14,4,18
2024-03-24,LAD,LAA,5,3,8
2024-03-25,PHI,TB,3,6,9
2024-03-25,PIT,TOR,4,3,7
2024-03-25,ATL,MIN,4,0,4
2024-03-25,NYY,NYM,3,0,3
2024-03-25,CHC,STL,3,6,9
2024-03-25,MIL,COL,10,1,11
2024-03-25,TEX,BOS,2,9,11
2024-03-25,LAD,LAA,0,6,6
2024-03-25,AZ,CLE,6,0,6
2024-03-25,SD,SEA,1,4,5
2024-03-25,ATH,SF,1,4,5
2024-03-26,TB,DET,3,3,6
2024-03-26,MIN,ATL,9,6,15
2024-03-26,TEX,BOS,1,4,5
2024-03-26,CHC,STL,2,7,9
2024-03-26,COL,MIL,6,1,7
2024-03-26,AZ,CLE,6,1,7
2024-03-26,SD,SEA,6,7,13
2024-03-26,SF,ATH,1,3,4
2024-03-26,LAA,LAD,4,3,7
2024-03-28,BAL,LAA,11,3,14
2024-03-28,CIN,WSH,8,2,10
2024-03-28,SD,SF,6,4,10
2024-03-28,LAD,STL,7,1,8
2024-03-28,TB,TOR,2,8,10
2024-03-28,KC,MIN,1,4,5
2024-03-28,CWS,DET,0,1,1
2024-03-28,MIA,PIT,5,6,11
2024-03-28,HOU,NYY,4,5,9
2024-03-28,TEX,CHC,4,3,7
2024-03-28,ATH,CLE,0,8,8
2024-03-28,AZ,COL,16,1,17
2024-03-28,SEA,BOS,4,6,10
2024-03-28,NYM,MIL,0,0,0
2024-03-28,PHI,ATL,0,0,0
2024-03-29,NYM,MIL,1,3,4
2024-03-29,PHI,ATL,3,9,12
2024-03-29,TB,TOR,8,2,10
2024-03-29,MIA,PIT,2,7,9
2024-03-29,HOU,NYY,1,7,8
2024-03-29,AZ,COL,7,3,10
2024-03-29,ATH,CLE,4,6,10
2024-03-29,SEA,BOS,1,0,1
2024-03-29,SD,SF,3,8,11
2024-03-29,LAD,STL,6,3,9
2024-03-30,NYM,MIL,6,7,13
2024-03-30,CWS,DET,6,7,13
2024-03-30,BAL,LAA,13,4,17
2024-03-30,PHI,ATL,4,12,16
2024-03-30,ATH,CLE,3,12,15
2024-03-30,CIN,WSH,6,7,13
2024-03-30,TB,TOR,5,1,6
2024-03-30,KC,MIN,1,5,6
2024-03-30,MIA,PIT,3,9,12
2024-03-30,TEX,CHC,11,2,13
2024-03-30,SD,SF,6,9,15
2024-03-30,HOU,NYY,3,5,8
2024-03-30,AZ,COL,4,9,13
2024-03-30,LAD,STL,5,6,11
2024-03-30,SEA,BOS,4,3,7
2024-03-31,BAL,LAA,1,4,5
2024-03-31,PHI,ATL,5,4,9
2024-03-31,CIN,WSH,6,5,11
2024-03-31,TB,TOR,2,9,11
2024-03-31,MIA,PIT,7,9,16
2024-03-31,NYM,MIL,1,4,5
2024-03-31,KC,MIN,11,0,11
2024-03-31,CWS,DET,2,3,5
2024-03-31,HOU,NYY,3,4,7
2024-03-31,TEX,CHC,5,9,14
2024-03-31,ATH,CLE,4,3,7
2024-03-31,AZ,COL,5,1,6
2024-03-31,SEA,BOS,1,5,6
2024-03-31,SD,SF,13,4,17
2024-03-31,LAD,STL,5,4,9
2024-04-01,CWS,ATL,0,9,9
2024-04-01,CHC,COL,5,0,5
2024-04-01,WSH,PIT,4,8,12
2024-04-01,BAL,KC,6,4,10
2024-04-01,PHI,CIN,3,6,9
2024-04-01,MIA,LAA,4,7,11
2024-04-01,TB,TEX,3,9,12
2024-04-01,NYM,DET,0,5,5
2024-04-01,HOU,TOR,10,0,10
2024-04-01,ATH,BOS,0,9,9
2024-04-01,SEA,CLE,5,4,9
2024-04-01,SD,STL,2,6,8
2024-04-01,AZ,NYY,2,5,7
2024-04-01,LAD,SF,8,3,11
2024-04-02,MIL,MIN,3,2,5
2024-04-02,BAL,KC,1,4,5
2024-04-02,PHI,CIN,9,4,13
2024-04-02,MIA,LAA,1,3,4
2024-04-02,TB,TEX,5,2,7
2024-04-02,CHC,COL,12,2,14
2024-04-02,CWS,ATL,3,2,5
2024-04-02,HOU,TOR,1,2,3
2024-04-02,ATH,BOS,4,5,9
2024-04-02,SEA,CLE,2,5,7
2024-04-02,SD,STL,2,5,7
2024-04-02,AZ,NYY,7,0,7
2024-04-02,LAD,SF,5,4,9
2024-04-02,NYM,DET,0,0,0
2024-04-03,BAL,KC,4,3,7
2024-04-03,TB,TEX,1,4,5
2024-04-03,MIA,LAA,2,10,12
2024-04-03,MIL,MIN,3,7,10
2024-04-03,ATH,BOS,0,1,1
2024-04-03,AZ,NYY,5,6,11
2024-04-03,PHI,CIN,1,4,5
2024-04-03,SEA,CLE,0,8,8
2024-04-03,SD,STL,3,2,5
2024-04-03,WSH,PIT,5,3,8
2024-04-03,CHC,COL,9,8,17
2024-04-03,HOU,TOR,8,0,8
2024-04-03,LAD,SF,5,4,9
2024-04-03,CWS,ATL,0,0,0
2024-04-03,NYM,DET,0,0,0
2024-04-04,NYM,DET,3,6,9
2024-04-04,NYM,DET,2,1,3
2024-04-04,WSH,PIT,4,7,11
2024-04-04,MIN,CLE,2,4,6
2024-04-04,STL,MIA,8,5,13
2024-04-04,KC,CWS,10,1,11
2024-04-05,NYY,TOR,0,3,3
2024-04-05,DET,ATH,5,4,9
2024-04-05,CHC,LAD,9,7,16
2024-04-05,COL,TB,10,7,17
2024-04-05,PIT,BAL,2,5,7
2024-04-05,SF,SD,3,2,5
2024-04-05,CIN,NYM,2,3,5
2024-04-05,WSH,PHI,0,4,4
2024-04-05,ATL,AZ,6,5,11
2024-04-05,KC,CWS,2,1,3
2024-04-05,TEX,HOU,10,2,12
2024-04-05,MIL,SEA,6,5,11
2024-04-05,LAA,BOS,6,8,14
2024-04-06,DET,ATH,0,4,4
2024-04-06,MIN,CLE,1,3,4
2024-04-06,STL,MIA,3,1,4
2024-04-06,CHC,LAD,1,4,5
2024-04-06,PIT,BAL,5,4,9
2024-04-06,WSH,PHI,2,5,7
2024-04-06,CIN,NYM,9,6,15
2024-04-06,TEX,HOU,7,2,9
2024-04-06,NYY,TOR,9,8,17
2024-04-06,KC,CWS,3,0,3
2024-04-06,MIL,SEA,3,5,8
2024-04-06,ATL,AZ,9,8,17
2024-04-06,COL,TB,6,8,14
2024-04-06,SF,SD,0,4,4
2024-04-06,LAA,BOS,2,1,3
2024-04-07,PIT,BAL,3,2,5
2024-04-07,WSH,PHI,3,2,5
2024-04-07,ATL,AZ,5,2,7
2024-04-07,NYY,TOR,8,3,11
2024-04-07,CIN,NYM,1,3,4
2024-04-07,DET,ATH,1,7,8
2024-04-07,KC,CWS,5,3,8
2024-04-07,MIL,SEA,12,4,16
2024-04-07,STL,MIA,3,10,13
2024-04-07,CHC,LAD,8,1,9
2024-04-07,COL,TB,2,3,5
2024-04-07,SF,SD,3,2,5
2024-04-07,LAA,BOS,2,12,14
2024-04-07,TEX,HOU,1,3,4
2024-04-07,MIN,CLE,0,0,0
2024-04-08,CLE,CWS,4,0,4
2024-04-08,NYY,MIA,7,0,7
2024-04-08,PIT,DET,7,4,11
2024-04-08,CIN,MIL,10,8,18
2024-04-08,TOR,SEA,5,2,7
2024-04-08,ATL,NYM,7,8,15
2024-04-08,MIN,LAD,2,4,6
2024-04-08,STL,PHI,3,5,8
2024-04-08,TEX,HOU,5,10,15
2024-04-08,COL,AZ,7,5,12
2024-04-08,LAA,TB,7,1,8
2024-04-08,SD,CHC,9,8,17
2024-04-08,SF,WSH,1,8,9
2024-04-09,PIT,DET,3,5,8
2024-04-09,BOS,BAL,1,7,8
2024-04-09,CLE,CWS,5,7,12
2024-04-09,CIN,MIL,5,9,14
2024-04-09,NYY,MIA,3,2,5
2024-04-09,TOR,SEA,5,3,8
2024-04-09,ATL,NYM,6,5,11
2024-04-09,KC,HOU,4,3,7
2024-04-09,MIN,LAD,3,6,9
2024-04-09,STL,PHI,3,0,3
2024-04-09,TEX,ATH,3,4,7
2024-04-09,COL,AZ,2,3,5
2024-04-09,LAA,TB,4,6,10
2024-04-09,SF,WSH,3,5,8
2024-04-09,SD,CHC,1,5,6
2024-04-10,MIN,LAD,3,2,5
2024-04-10,STL,PHI,3,4,7
2024-04-10,TOR,SEA,1,6,7
2024-04-10,COL,AZ,3,5,8
2024-04-10,SF,WSH,7,1,8
2024-04-10,LAA,TB,2,4,6
2024-04-10,CLE,CWS,7,6,13
2024-04-10,SD,CHC,10,2,12
2024-04-10,CIN,MIL,2,7,9
2024-04-10,NYY,MIA,2,5,7
2024-04-10,BOS,BAL,5,7,12
2024-04-10,KC,HOU,11,2,13
2024-04-10,TEX,ATH,6,2,8
2024-04-10,ATL,NYM,0,0,0
2024-04-11,ATL,NYM,4,16,20
2024-04-11,KC,HOU,13,3,16
2024-04-11,TEX,ATH,0,1,1
2024-04-11,PHI,PIT,5,1,6
2024-04-11,BOS,BAL,4,9,13
2024-04-11,DET,MIN,0,0,0
2024-04-11,CIN,MIL,0,0,0
2024-04-12,DET,MIN,8,2,10
2024-04-12,PHI,PIT,2,5,7
2024-04-12,TB,SF,2,1,3
2024-04-12,BAL,MIL,1,11,12
2024-04-12,TOR,COL,4,12,16
2024-04-12,BOS,LAA,0,7,7
2024-04-12,NYM,KC,6,1,7
2024-04-12,MIA,ATL,1,8,9
2024-04-12,CWS,CIN,1,11,12
2024-04-12,HOU,TEX,8,12,20
2024-04-12,ATH,WSH,2,1,3
2024-04-12,SEA,CHC,4,2,6
2024-04-12,AZ,STL,6,9,15
2024-04-12,LAD,SD,7,8,15
2024-04-12,CLE,NYY,0,0,0
2024-04-13,CLE,NYY,2,3,5
2024-04-13,CLE,NYY,2,8,10
2024-04-13,DET,MIN,5,11,16
2024-04-13,DET,MIN,1,4,5
2024-04-13,NYM,KC,7,11,18
2024-04-13,CWS,CIN,0,5,5
2024-04-13,TOR,COL,5,3,8
2024-04-13,HOU,TEX,9,2,11
2024-04-13,PHI,PIT,4,3,7
2024-04-13,BAL,MIL,5,11,16
2024-04-13,ATH,WSH,1,3,4
2024-04-13,BOS,LAA,7,2,9
2024-04-13,TB,SF,2,11,13
2024-04-13,MIA,ATL,5,1,6
2024-04-13,AZ,STL,4,2,6
2024-04-13,LAD,SD,5,2,7
2024-04-13,SEA,CHC,1,4,5
2024-04-14,BOS,LAA,5,4,9
2024-04-14,PHI,PIT,2,9,11
2024-04-14,BAL,MIL,6,4,10
2024-04-14,TOR,COL,5,0,5
2024-04-14,NYM,KC,2,1,3
2024-04-14,TB,SF,9,4,13
2024-04-14,DET,MIN,4,3,7
2024-04-14,MIA,ATL,7,9,16
2024-04-14,CLE,NYY,8,7,15
2024-04-14,HOU,TEX,8,5,13
2024-04-14,CWS,CIN,4,11,15
2024-04-14,ATH,WSH,7,6,13
2024-04-14,SEA,CHC,2,3,5
2024-04-14,AZ,STL,5,0,5
2024-04-14,LAD,SD,3,6,9
2024-04-15,BOS,CLE,0,6,6
2024-04-15,BAL,MIN,7,4,11
2024-04-15,DET,TEX,0,1,1
2024-04-15,PHI,COL,2,1,3
2024-04-15,MIA,SF,3,4,7
2024-04-15,TB,LAA,3,7,10
2024-04-15,TOR,NYY,3,1,4
2024-04-15,NYM,PIT,6,3,9
2024-04-15,CWS,KC,0,2,2
2024-04-15,MIL,SD,3,7,10
2024-04-15,HOU,ATL,1,6,7
2024-04-15,AZ,CHC,2,3,5
2024-04-15,ATH,STL,1,3,4
2024-04-15,SEA,CIN,9,3,12
2024-04-15,LAD,WSH,4,6,10
2024-04-16,DET,TEX,4,2,6
2024-04-16,BAL,MIN,11,3,14
2024-04-16,PHI,COL,5,0,5
2024-04-16,MIA,SF,6,3,9
2024-04-16,TB,LAA,7,6,13
2024-04-16,TOR,NYY,5,4,9
2024-04-16,BOS,CLE,7,10,17
2024-04-16,NYM,PIT,3,1,4
2024-04-16,MIL,SD,3,6,9
2024-04-16,HOU,ATL,2,6,8
2024-04-16,AZ,CHC,12,11,23
2024-04-16,SEA,CIN,3,1,4
2024-04-16,ATH,STL,2,3,5
2024-04-16,LAD,WSH,6,2,8
2024-04-16,CWS,KC,0,0,0
2024-04-17,MIA,SF,1,3,4
2024-04-17,BAL,MIN,4,2,6
2024-04-17,NYM,PIT,9,1,10
2024-04-17,DET,TEX,4,5,9
2024-04-17,MIL,SD,1,0,1
2024-04-17,HOU,ATL,4,5,9
2024-04-17,CWS,KC,2,4,6
2024-04-17,CWS,KC,2,1,3
2024-04-17,TOR,NYY,4,6,10
2024-04-17,LAD,WSH,0,2,2
2024-04-17,ATH,STL,6,3,9
2024-04-17,AZ,CHC,3,5,8
2024-04-17,SEA,CIN,5,1,6
2024-04-17,PHI,COL,7,6,13
2024-04-17,TB,LAA,4,5,9
2024-04-17,BOS,CLE,2,0,2
2024-04-18,TB,LAA,2,1,3
2024-04-18,DET,TEX,7,9,16
2024-04-18,BOS,CLE,4,5,9
2024-04-18,SF,AZ,5,0,5
2024-04-18,CHC,MIA,0,0,0
2024-04-19,CHC,MIA,8,3,11
2024-04-19,CIN,LAA,7,1,8
2024-04-19,PIT,BOS,1,8,9
2024-04-19,PHI,CWS,7,0,7
2024-04-19,WSH,HOU,3,5,8
2024-04-19,NYY,TB,5,3,8
2024-04-19,CLE,ATH,10,2,12
2024-04-19,ATL,TEX,8,3,11
2024-04-19,KC,BAL,9,4,13
2024-04-19,MIN,DET,4,5,9
2024-04-19,STL,MIL,1,2,3
