date,home_team,away_team,home_score,away_score,total_runs
2019-03-05,BAL,PIT,4,10,14
2019-03-05,DET,TOR,2,5,7
2019-03-05,MIN,TB,9,2,11
2019-03-05,PHI,STL,2,1,3
2019-03-05,MIA,NYM,3,1,4
2019-03-05,NYY,ATL,5,1,6
2019-03-05,ATH,TEX,4,1,5
2019-03-05,CLE,CWS,11,0,11
2019-03-05,CWS,SD,4,7,11
2019-03-05,LAA,CHC,9,2,11
2019-03-05,SD,SEA,7,7,14
2019-03-05,COL,MIL,0,1,1
2019-03-05,KC,AZ,5,3,8
2019-03-06,BOS,PIT,1,6,7
2019-03-06,TB,BAL,6,9,15
2019-03-06,ATL,DET,8,2,10
2019-03-06,HOU,MIA,11,5,16
2019-03-06,MIA,ATL,0,4,4
2019-03-06,NYY,STL,5,9,14
2019-03-06,TOR,PHI,9,7,16
2019-03-06,CHC,KC,4,1,5
2019-03-06,TEX,SF,12,5,17
2019-03-06,MIL,AZ,5,4,9
2019-03-06,COL,LAA,5,6,11
2019-03-06,CIN,SD,6,4,10
2019-03-06,SEA,ATH,4,7,11
2019-03-06,LAD,CLE,1,6,7
2019-03-07,WSH,NYM,6,4,10
2019-03-07,PIT,BAL,5,4,9
2019-03-07,TB,TOR,2,11,13
2019-03-07,BOS,MIN,1,12,13
2019-03-07,DET,PHI,1,3,4
2019-03-07,MIA,HOU,1,4,5
2019-03-07,PHI,NYY,0,6,6
2019-03-07,CHC,COL,5,7,12
2019-03-07,KC,LAA,8,7,15
2019-03-07,CWS,MIL,9,5,14
2019-03-07,AZ,CLE,3,4,7
2019-03-07,LAA,LAD,2,6,8
2019-03-07,SD,TEX,11,8,19
2019-03-07,CIN,SEA,3,11,14
2019-03-07,SF,ATH,1,5,6
2019-03-08,BAL,BOS,4,2,6
2019-03-08,STL,WSH,3,2,5
2019-03-08,PIT,TOR,0,11,11
2019-03-08,MIN,TB,5,5,10
2019-03-08,TOR,PIT,5,2,7
2019-03-08,NYM,MIA,3,10,13
2019-03-08,MIL,AZ,6,3,9
2019-03-08,KC,CIN,8,3,11
2019-03-08,ATH,SD,6,5,11
2019-03-08,COL,TEX,11,10,21
2019-03-08,LAA,CWS,8,15,23
2019-03-08,HOU,STL,3,6,9
2019-03-08,ATL,PHI,5,4,9
2019-03-08,NYY,DET,5,6,11
2019-03-08,CLE,SF,0,2,2
2019-03-08,SEA,CHC,3,9,12
2019-03-08,LAD,KC,4,7,11
2019-03-09,BOS,NYM,2,10,12
2019-03-09,STL,HOU,3,9,12
2019-03-09,TB,BAL,15,17,32
2019-03-09,PIT,MIN,1,10,11
2019-03-09,PHI,TOR,7,8,15
2019-03-09,DET,ATL,4,6,10
2019-03-09,CHC,LAA,11,4,15
2019-03-09,CLE,COL,7,1,8
2019-03-09,LAD,SEA,2,0,2
2019-03-09,SF,CHC,0,8,8
2019-03-09,TEX,CWS,2,12,14
2019-03-09,ATH,MIL,2,11,13
2019-03-09,AZ,KC,13,5,18
2019-03-09,LAA,MIL,1,5,6
2019-03-09,BAL,NYY,1,6,7
2019-03-09,WSH,MIA,1,2,3
2019-03-09,COL,AZ,5,1,6
2019-03-09,SD,CIN,6,2,8
2019-03-10,HOU,WSH,4,6,10
2019-03-10,TB,BOS,8,1,9
2019-03-10,MIN,TOR,1,10,11
2019-03-10,BAL,PHI,5,8,13
2019-03-10,MIA,ATL,5,2,7
2019-03-10,DET,NYY,2,2,4
2019-03-10,NYY,PIT,6,5,11
2019-03-10,NYM,STL,9,1,10
2019-03-10,CIN,AZ,2,3,5
2019-03-10,KC,SD,6,11,17
2019-03-10,ATH,SF,5,4,9
2019-03-10,SF,TEX,6,7,13
2019-03-10,CWS,ATH,6,7,13
2019-03-10,MIL,CHC,7,5,12
2019-03-10,COL,LAD,1,3,4
2019-03-10,LAA,SEA,9,9,18
2019-03-10,SEA,CLE,2,16,18
2019-03-10,AZ,COL,5,2,7
2019-03-11,HOU,NYM,6,3,9
2019-03-11,STL,WSH,3,2,5
2019-03-11,MIN,DET,0,3,3
2019-03-11,PHI,TB,2,8,10
2019-03-11,ATL,PIT,6,2,8
2019-03-11,CLE,CIN,5,5,10
2019-03-11,LAD,SF,1,4,5
2019-03-11,TEX,LAA,11,12,23
2019-03-11,MIL,CWS,8,5,13
2019-03-11,COL,ATH,6,3,9
2019-03-11,SEA,KC,1,5,6
2019-03-11,TEX,KC,6,2,8
2019-03-12,BOS,DET,3,4,7
2019-03-12,PIT,MIN,4,10,14
2019-03-12,ATL,STL,5,0,5
2019-03-12,MIA,NYM,8,1,9
2019-03-12,TOR,TB,1,2,3
2019-03-12,WSH,HOU,5,3,8
2019-03-12,NYY,BAL,8,7,15
2019-03-12,CHC,CIN,3,12,15
2019-03-12,SF,MIL,4,2,6
2019-03-12,KC,CWS,0,0,0
2019-03-12,CWS,SEA,0,0,0
2019-03-12,CIN,SD,0,0,0
2019-03-12,SD,ATH,0,0,0
2019-03-12,AZ,TEX,0,0,0
2019-03-13,BAL,TOR,6,4,10
2019-03-13,BOS,MIN,5,9,14
2019-03-13,WSH,ATL,8,4,12
2019-03-13,MIA,STL,4,1,5
2019-03-13,NYM,HOU,2,1,3
2019-03-13,KC,CLE,17,7,24
2019-03-13,ATH,CHC,12,11,23
2019-03-13,CLE,MIL,9,3,12
2019-03-13,COL,AZ,5,3,8
2019-03-13,NYY,PHI,5,5,10
2019-03-13,LAA,SD,3,9,12
2019-03-13,SEA,SF,8,4,12
2019-03-13,LAD,CWS,7,10,17
2019-03-14,DET,BOS,4,4,8
2019-03-14,STL,NYM,1,1,2
2019-03-14,BAL,MIN,6,7,13
2019-03-14,MIN,WSH,4,10,14
2019-03-14,PIT,PHI,11,2,13
2019-03-14,TB,PHI,3,4,7
2019-03-14,HOU,MIA,6,12,18
2019-03-14,TOR,NYY,1,1,2
2019-03-14,CLE,COL,9,3,12
2019-03-14,LAD,CIN,3,3,6
2019-03-14,CHC,TEX,2,1,3
2019-03-14,KC,TEX,4,5,9
2019-03-14,MIL,LAA,7,7,14
2019-03-14,AZ,SF,3,0,3
2019-03-14,SD,LAD,0,12,12
2019-03-15,TB,DET,7,3,10
2019-03-15,MIN,BAL,12,9,21
2019-03-15,PHI,TOR,3,2,5
2019-03-15,ATL,MIA,6,7,13
2019-03-15,NYY,BOS,14,1,15
2019-03-15,NYM,WSH,3,11,14
2019-03-15,SF,LAA,5,5,10
2019-03-15,TEX,CLE,5,2,7
2019-03-15,CWS,CHC,9,11,20
2019-03-15,MIL,SD,6,2,8
2019-03-15,LAA,AZ,2,1,3
2019-03-15,COL,KC,2,1,3
2019-03-15,STL,HOU,2,11,13
2019-03-15,HOU,STL,5,0,5
2019-03-15,PIT,TB,6,6,12
2019-03-15,CIN,LAD,1,8,9
2019-03-16,DET,PIT,6,3,9
2019-03-16,WSH,STL,5,8,13
2019-03-16,PHI,HOU,5,13,18
2019-03-16,BOS,ATL,6,1,7
2019-03-16,MIA,NYM,11,6,17
2019-03-16,NYY,TOR,17,7,24
2019-03-16,TOR,BAL,3,4,7
2019-03-16,SF,SD,10,3,13
2019-03-16,CIN,TEX,5,2,7
2019-03-16,CWS,LAD,0,2,2
2019-03-16,MIL,COL,5,4,9
2019-03-16,KC,MIL,6,2,8
2019-03-16,AZ,CHC,1,7,8
2019-03-16,LAA,CLE,2,7,9
2019-03-16,SD,KC,10,5,15
2019-03-16,TB,MIN,0,0,0
2019-03-17,WSH,NYM,10,5,15
2019-03-17,PIT,BOS,8,1,9
2019-03-17,BOS,TB,3,2,5
2019-03-17,DET,ATL,3,2,5
2019-03-17,ATL,HOU,3,7,10
2019-03-17,MIA,STL,4,2,6
2019-03-17,BAL,NYY,3,5,8
2019-03-17,PHI,NYY,3,7,10
2019-03-17,TOR,MIN,9,8,17
2019-03-17,CIN,CLE,9,9,18
2019-03-17,CHC,COL,2,7,9
2019-03-17,SF,KC,7,2,9
2019-03-17,TEX,AZ,7,2,9
2019-03-17,LAD,MIL,8,9,17
2019-03-17,SD,LAA,6,2,8
2019-03-17,AZ,CWS,7,3,10
2019-03-18,DET,BAL,1,14,15
2019-03-18,TB,PIT,2,4,6
2019-03-18,MIN,BOS,4,1,5
2019-03-18,STL,PHI,4,1,5
2019-03-18,WSH,MIA,1,7,8
2019-03-18,TOR,DET,3,2,5
2019-03-18,NYM,WSH,5,6,11
2019-03-18,CLE,SD,1,3,4
2019-03-18,CWS,SF,2,5,7
2019-03-18,COL,CIN,6,3,9
2019-03-18,ATL,NYY,4,7,11
2019-03-18,TEX,LAD,3,1,4
2019-03-19,PIT,DET,3,1,4
2019-03-19,ATL,WSH,2,3,5
2019-03-19,NYY,TB,6,2,8
2019-03-19,CHC,SEA,6,4,10
2019-03-19,MIL,TEX,2,3,5
2019-03-19,KC,CHC,8,6,14
2019-03-19,CIN,CWS,6,5,11
2019-03-19,LAA,COL,9,7,16
2019-03-19,AZ,SD,3,4,7
2019-03-19,LAD,CLE,2,4,6
2019-03-19,BOS,TOR,0,0,0
2019-03-19,BAL,MIN,0,0,0
2019-03-19,HOU,PHI,0,0,0
2019-03-19,MIA,NYM,0,0,0
2019-03-20,ATH,SEA,7,9,16
2019-03-20,MIN,PIT,5,6,11
2019-03-20,PHI,DET,1,3,4
2019-03-20,STL,MIA,0,6,6
2019-03-20,HOU,NYY,2,1,3
2019-03-20,TOR,ATL,7,8,15
2019-03-20,TEX,CIN,1,6,7
2019-03-20,CWS,AZ,2,11,13
2019-03-20,SD,MIL,7,10,17
2019-03-20,BAL,BOS,4,6,10
2019-03-20,CLE,LAA,4,2,6
2019-03-20,COL,KC,7,8,15
2019-03-20,CHC,LAD,4,4,8
2019-03-20,SF,CLE,13,0,13
2019-03-21,ATH,SEA,4,5,9
2019-03-21,DET,HOU,5,3,8
2019-03-21,PIT,BAL,7,5,12
2019-03-21,PHI,TOR,13,6,19
2019-03-21,TB,ATL,8,1,9
2019-03-21,STL,NYY,11,3,14
2019-03-21,NYM,MIA,6,0,6
2019-03-21,CIN,KC,6,14,20
2019-03-21,CHC,SF,5,5,10
2019-03-21,TEX,CLE,7,3,10
2019-03-21,CWS,TEX,12,2,14
2019-03-21,MIL,LAD,11,5,16
2019-03-21,AZ,LAA,1,2,3
2019-03-21,BOS,TB,8,0,8
2019-03-21,WSH,STL,7,1,8
2019-03-21,SEA,CIN,6,3,9
2019-03-22,TB,PIT,3,2,5
2019-03-22,NYM,STL,5,15,20
2019-03-22,LAD,AZ,4,10,14
2019-03-22,CHC,TEX,7,3,10
2019-03-22,MIL,CIN,6,4,10
2019-03-22,LAA,CWS,5,4,9
2019-03-22,HOU,NYM,7,3,10
2019-03-22,MIN,BOS,6,10,16
2019-03-22,ATL,DET,4,3,7
2019-03-22,TOR,BAL,4,0,4
2019-03-22,NYY,PHI,6,3,9
2019-03-22,MIA,WSH,5,5,10
2019-03-22,CLE,CHC,8,3,11
2019-03-22,KC,SF,15,3,18
2019-03-22,COL,SD,6,5,11
2019-03-22,SEA,LAA,8,7,15
2019-03-22,SF,COL,6,4,10
2019-03-23,BOS,PIT,12,3,15
2019-03-23,WSH,STL,4,4,8
2019-03-23,DET,TB,8,7,15
2019-03-23,PIT,PHI,5,3,8
2019-03-23,ATL,NYM,2,12,14
2019-03-23,NYY,TOR,3,7,10
2019-03-23,LAD,CWS,1,5,6
2019-03-23,TEX,MIL,3,7,10
2019-03-23,CLE,CIN,8,5,13
2019-03-23,SF,AZ,3,2,5
2019-03-23,MIL,KC,4,6,10
2019-03-23,SD,LAA,11,4,15
2019-03-23,BAL,MIN,7,8,15
2019-03-23,MIA,HOU,0,5,5
2019-03-23,COL,CHC,11,6,17
2019-03-24,NYM,WSH,8,4,12
2019-03-24,HOU,WSH,5,3,8
2019-03-24,BAL,PIT,1,1,2
2019-03-24,DET,TOR,18,6,24
2019-03-24,PHI,BAL,11,4,15
2019-03-24,STL,MIA,2,1,3
2019-03-24,MIN,NYY,3,5,8
2019-03-24,CIN,COL,3,4,7
2019-03-24,TEX,KC,3,3,6
2019-03-24,CWS,CLE,7,3,10
2019-03-24,SD,CHC,6,24,30
2019-03-24,AZ,MIL,2,3,5
2019-03-24,ATH,SF,5,0,5
2019-03-24,ATL,TB,4,2,6
2019-03-24,LAA,LAD,8,4,12
2019-03-25,BAL,NYM,7,9,16
2019-03-25,PHI,TB,3,2,5
2019-03-25,WSH,NYY,5,3,8
2019-03-25,TOR,MIL,5,10,15
2019-03-25,ATL,CIN,8,5,13
2019-03-25,TEX,CLE,1,10,11
2019-03-25,HOU,PIT,12,9,21
2019-03-25,CHC,BOS,3,2,5
2019-03-25,AZ,CWS,3,6,9
2019-03-25,SF,ATH,4,5,9
2019-03-25,LAA,LAD,7,8,15
2019-03-25,SEA,SD,0,8,8
2019-03-26,TB,DET,9,3,12
2019-03-26,ATL,CIN,7,5,12
2019-03-26,TEX,CLE,5,4,9
2019-03-26,MIN,COL,5,5,10
2019-03-26,HOU,PIT,1,5,6
2019-03-26,CHC,BOS,16,7,23
2019-03-26,AZ,CWS,1,7,8
2019-03-26,SEA,SD,0,1,1
2019-03-26,TOR,MIL,2,0,2
2019-03-26,SF,ATH,2,4,6
2019-03-26,LAD,LAA,9,2,11
2019-03-28,WSH,NYM,0,2,2
2019-03-28,NYY,BAL,7,2,9
2019-03-28,MIL,STL,5,4,9
2019-03-28,PHI,ATL,10,4,14
2019-03-28,TOR,DET,0,2,2
2019-03-28,TB,HOU,1,5,6
2019-03-28,TEX,CHC,4,12,16
2019-03-28,ATH,LAA,4,0,4
2019-03-28,LAD,AZ,12,5,17
2019-03-28,CIN,PIT,5,3,8
2019-03-28,SD,SF,2,0,2
2019-03-28,MIN,CLE,2,0,2
2019-03-28,MIA,COL,3,6,9
2019-03-28,KC,CWS,5,3,8
2019-03-28,SEA,BOS,12,4,16
2019-03-29,TOR,DET,6,0,6
2019-03-29,TB,HOU,4,2,6
2019-03-29,MIA,COL,1,6,7
2019-03-29,MIL,STL,5,9,14
2019-03-29,ATH,LAA,2,6,8
2019-03-29,LAD,AZ,4,5,9
2019-03-29,SEA,BOS,6,7,13
2019-03-29,SD,SF,4,1,5
2019-03-30,WSH,NYM,8,11,19
2019-03-30,NYY,BAL,3,5,8
2019-03-30,MIN,CLE,1,2,3
2019-03-30,KC,CWS,8,6,14
2019-03-30,TOR,DET,3,0,3
2019-03-30,PHI,ATL,8,6,14
2019-03-30,TB,HOU,3,1,4
2019-03-30,MIA,COL,7,3,10
2019-03-30,MIL,STL,4,2,6
2019-03-30,TEX,CHC,8,6,14
2019-03-30,SD,SF,2,3,5
2019-03-30,ATH,LAA,4,2,6
2019-03-30,LAD,AZ,18,5,23
2019-03-30,SEA,BOS,6,5,11
2019-03-30,CIN,PIT,0,0,0
2019-03-31,NYY,BAL,5,7,12
2019-03-31,TOR,DET,3,4,7
2019-03-31,CIN,PIT,0,5,5
2019-03-31,TB,HOU,3,1,4
2019-03-31,MIA,COL,3,0,3
2019-03-31,WSH,NYM,6,5,11
2019-03-31,MIN,CLE,9,3,12
2019-03-31,MIL,STL,5,4,9
2019-03-31,KC,CWS,3,6,9
2019-03-31,TEX,CHC,11,10,21
2019-03-31,ATH,LAA,2,1,3
2019-03-31,LAD,AZ,8,7,15
2019-03-31,SEA,BOS,10,8,18
2019-03-31,SD,SF,3,1,4
2019-03-31,PHI,ATL,5,1,6
2019-04-01,PIT,STL,5,6,11
2019-04-01,CLE,CWS,5,3,8
2019-04-01,NYY,DET,3,1,4
2019-04-01,CIN,MIL,3,4,7
2019-04-01,TOR,BAL,5,6,11
2019-04-01,TB,COL,7,1,8
2019-04-01,ATL,CHC,8,0,8
2019-04-01,MIA,NYM,3,7,10
2019-04-01,TEX,HOU,1,2,3
2019-04-01,ATH,BOS,7,0,7
2019-04-01,SD,AZ,3,10,13
2019-04-01,SEA,LAA,6,3,9
2019-04-01,LAD,SF,2,4,6
2019-04-02,NYY,DET,1,3,4
2019-04-02,CIN,MIL,3,4,7
2019-04-02,WSH,PHI,2,8,10
2019-04-02,TOR,BAL,1,2,3
2019-04-02,TB,COL,4,0,4
2019-04-02,MIA,NYM,5,6,11
2019-04-02,TEX,HOU,6,4,10
2019-04-02,KC,MIN,4,5,9
2019-04-02,ATH,BOS,1,0,1
2019-04-02,SD,AZ,5,8,13
2019-04-02,SEA,LAA,2,1,3
2019-04-02,LAD,SF,6,5,11
2019-04-03,CIN,MIL,0,1,1
2019-04-03,WSH,PHI,9,8,17
2019-04-03,TB,COL,0,1,1
2019-04-03,CLE,CWS,3,8,11
2019-04-03,KC,MIN,6,7,13
2019-04-03,SD,AZ,4,1,5
2019-04-03,NYY,DET,1,2,3
2019-04-03,TOR,BAL,5,3,8
2019-04-03,MIA,NYM,4,6,10
2019-04-03,PIT,STL,4,5,9
2019-04-03,ATL,CHC,6,4,10
2019-04-03,TEX,HOU,4,0,4
2019-04-03,ATH,BOS,3,6,9
2019-04-03,LAD,SF,5,3,8
2019-04-04,DET,KC,5,4,9
2019-04-04,NYM,WSH,0,4,4
2019-04-04,BAL,NYY,4,8,12
2019-04-04,ATH,BOS,7,3,10
2019-04-04,CLE,TOR,4,1,5
2019-04-04,PIT,CIN,2,0,2
2019-04-04,ATL,CHC,9,4,13
2019-04-04,LAA,TEX,4,11,15
2019-04-04,CWS,SEA,0,0,0
2019-04-04,STL,SD,0,0,0
2019-04-05,CWS,SEA,10,8,18
2019-04-05,COL,LAD,6,10,16
2019-04-05,STL,SD,3,5,8
2019-04-05,SF,TB,2,5,7
2019-04-05,PIT,CIN,2,0,2
2019-04-05,PHI,MIN,10,4,14
2019-04-05,AZ,BOS,15,8,23
2019-04-05,CLE,TOR,3,2,5
2019-04-05,ATL,MIA,4,0,4
2019-04-05,HOU,ATH,3,2,5
2019-04-05,MIL,CHC,13,10,23
2019-04-05,LAA,TEX,3,1,4
2019-04-06,DET,KC,7,4,11
2019-04-06,NYM,WSH,6,5,11
2019-04-06,PIT,CIN,6,5,11
2019-04-06,PHI,MIN,2,6,8
2019-04-06,CWS,SEA,2,9,11
2019-04-06,STL,SD,4,6,10
2019-04-06,SF,TB,6,4,10
2019-04-06,LAA,TEX,5,1,6
2019-04-06,CLE,TOR,7,2,9
2019-04-06,BAL,NYY,4,6,10
2019-04-06,HOU,ATH,6,0,6
2019-04-06,MIL,CHC,8,14,22
2019-04-06,ATL,MIA,2,4,6
2019-04-06,AZ,BOS,5,4,9
2019-04-06,COL,LAD,2,7,9
2019-04-07,PHI,MIN,2,1,3
2019-04-07,BAL,NYY,3,15,18
2019-04-07,DET,KC,3,1,4
2019-04-07,NYM,WSH,9,12,21
2019-04-07,CLE,TOR,3,1,4
2019-04-07,ATL,MIA,4,3,7
2019-04-07,PIT,CIN,7,5,12
2019-04-07,HOU,ATH,9,8,17
2019-04-07,CWS,SEA,5,12,17
2019-04-07,MIL,CHC,4,2,6
2019-04-07,STL,SD,4,1,5
2019-04-07,SF,TB,0,3,3
2019-04-07,LAA,TEX,7,2,9
2019-04-07,AZ,BOS,0,1,1
2019-04-07,COL,LAD,6,12,18
2019-04-08,CWS,TB,1,5,6
2019-04-08,CHC,PIT,10,0,10
2019-04-08,BAL,ATH,12,4,16
2019-04-08,PHI,WSH,4,3,7
2019-04-08,HOU,NYY,4,3,7
2019-04-08,STL,LAD,4,3,7
2019-04-08,KC,SEA,5,13,18
2019-04-08,COL,ATL,6,8,14
2019-04-08,SF,SD,5,6,11
2019-04-08,LAA,MIL,5,2,7
2019-04-09,DET,CLE,2,8,10
2019-04-09,BOS,TOR,5,7,12
2019-04-09,CWS,TB,5,10,15
2019-04-09,CIN,MIA,14,0,14
2019-04-09,BAL,ATH,2,13,15
2019-04-09,PHI,WSH,6,10,16
2019-04-09,NYM,MIN,8,14,22
2019-04-09,STL,LAD,4,0,4
2019-04-09,HOU,NYY,6,3,9
2019-04-09,KC,SEA,3,6,9
2019-04-09,COL,ATL,1,7,8
2019-04-09,AZ,TEX,5,4,9
2019-04-09,SF,SD,7,2,9
2019-04-09,LAA,MIL,11,8,19
2019-04-10,DET,CLE,4,1,5
2019-04-10,CWS,TB,1,9,10
2019-04-10,SF,SD,1,3,4
2019-04-10,CIN,MIA,2,1,3
2019-04-10,BAL,ATH,3,10,13
2019-04-10,PHI,WSH,1,15,16
2019-04-10,NYM,MIN,9,6,15
2019-04-10,HOU,NYY,8,6,14
2019-04-10,STL,LAD,7,2,9
2019-04-10,CHC,PIT,2,5,7
2019-04-10,KC,SEA,5,6,11
2019-04-10,AZ,TEX,2,5,7
2019-04-10,LAA,MIL,4,2,6
2019-04-10,COL,ATL,0,0,0
2019-04-11,BAL,ATH,5,8,13
2019-04-11,CIN,MIA,5,0,5
2019-04-11,DET,CLE,0,4,4
2019-04-11,KC,SEA,6,7,13
2019-04-11,STL,LAD,11,7,18
2019-04-11,BOS,TOR,7,6,13
2019-04-11,ATL,NYM,3,6,9
2019-04-11,CHC,PIT,2,0,2
2019-04-11,AZ,SD,6,7,13
2019-04-11,SF,COL,1,0,1
2019-04-12,CHC,LAA,5,1,6
2019-04-12,WSH,PIT,3,6,9
2019-04-12,NYY,CWS,6,9,15
2019-04-12,TOR,TB,7,11,18
2019-04-12,BOS,BAL,6,4,10
2019-04-12,MIA,PHI,1,9,10
2019-04-12,ATL,NYM,2,6,8
2019-04-12,TEX,ATH,6,8,14
2019-04-12,KC,CLE,8,1,9
2019-04-12,AZ,SD,1,2,3
2019-04-12,SEA,HOU,6,10,16
2019-04-12,LAD,MIL,5,8,13
2019-04-12,SF,COL,3,2,5
2019-04-12,MIN,DET,0,0,0
2019-04-13,BOS,BAL,5,9,14
2019-04-13,NYY,CWS,4,0,4
2019-04-13,MIN,DET,4,3,7
2019-04-13,CHC,LAA,5,6,11
2019-04-13,TOR,TB,3,1,4
2019-04-13,WSH,PIT,3,2,5
2019-04-13,SF,COL,5,2,7
2019-04-13,MIA,PHI,10,3,13
2019-04-13,CIN,STL,5,2,7
2019-04-13,KC,CLE,3,0,3
2019-04-13,ATL,NYM,11,7,18
2019-04-13,AZ,SD,4,5,9
2019-04-13,SEA,HOU,1,3,4
2019-04-13,LAD,MIL,1,4,5
2019-04-13,TEX,ATH,0,0,0
2019-04-14,BOS,BAL,4,0,4
2019-04-14,NYY,CWS,2,5,7
2019-04-14,TOR,TB,4,8,12
2019-04-14,MIA,PHI,1,3,4
2019-04-14,WSH,PIT,3,4,7
2019-04-14,MIN,DET,6,4,10
2019-04-14,KC,CLE,9,8,17
2019-04-14,TEX,ATH,8,7,15
2019-04-14,SF,COL,0,4,4
2019-04-14,AZ,SD,8,4,12
2019-04-14,SEA,HOU,2,3,5
2019-04-14,CIN,STL,5,9,14
2019-04-14,LAD,MIL,7,1,8
2019-04-14,ATL,NYM,7,3,10
2019-04-14,CHC,LAA,0,0,0
2019-04-15,BOS,BAL,1,8,9
2019-04-15,PHI,NYM,6,7,13
2019-04-15,MIA,CHC,2,7,9
2019-04-15,MIN,TOR,3,5,8
2019-04-15,MIL,STL,10,7,17
2019-04-15,TEX,LAA,12,7,19
2019-04-15,CWS,KC,5,4,9
2019-04-15,LAD,CIN,4,3,7
2019-04-15,SD,COL,2,5,7
2019-04-15,SEA,CLE,4,6,10
2019-04-16,NYY,BOS,8,0,8
2019-04-16,DET,PIT,3,5,8
2019-04-16,WSH,SF,3,7,10
2019-04-16,PHI,NYM,14,3,17
2019-04-16,TB,BAL,4,2,6
2019-04-16,MIA,CHC,0,4,4
2019-04-16,ATL,AZ,6,9,15
2019-04-16,MIN,TOR,5,6,11
2019-04-16,MIL,STL,8,4,12
2019-04-16,TEX,LAA,5,0,5
2019-04-16,CWS,KC,5,1,6
2019-04-16,SD,COL,2,8,10
2019-04-16,ATH,HOU,1,9,10
2019-04-16,LAD,CIN,6,1,7
2019-04-16,SEA,CLE,2,4,6
2019-04-17,PHI,NYM,3,2,5
2019-04-17,MIL,STL,3,6,9
2019-04-17,CWS,KC,3,4,7
2019-04-17,LAD,CIN,3,2,5
2019-04-17,NYY,BOS,5,3,8
2019-04-17,DET,PIT,2,3,5
2019-04-17,SEA,CLE,0,1,1
2019-04-17,WSH,SF,9,6,15
2019-04-17,TB,BAL,8,1,9
2019-04-17,MIA,CHC,0,6,6
2019-04-17,ATL,AZ,2,3,5
2019-04-17,MIN,TOR,4,1,5
2019-04-17,TEX,LAA,5,4,9
2019-04-17,ATH,HOU,2,1,3
2019-04-18,ATL,AZ,1,4,5
2019-04-18,WSH,SF,4,2,6
2019-04-18,MIN,TOR,4,7,11
2019-04-18,DET,CWS,9,7,16
2019-04-18,NYY,KC,1,6,7
2019-04-18,TB,BAL,5,6,11
2019-04-18,MIL,LAD,1,3,4
2019-04-18,COL,PHI,6,2,8
2019-04-18,LAA,SEA,10,11,21
2019-04-18,SD,CIN,1,4,5
2019-04-19,CHC,AZ,5,1,6
2019-04-19,PIT,SF,4,1,5
2019-04-19,NYY,KC,6,2,8
2019-04-19,TB,BOS,4,6,10
2019-04-19,DET,CWS,3,7,10
2019-04-19,MIA,WSH,3,2,5
2019-04-19,TEX,HOU,2,7,9
2019-04-19,MIL,LAD,3,5,8
